b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a,1.0,-6.251286764827624,17.25256169175674,-27.430888773686586,27.4615598927683,-17.715048722548413,7.187283504183495,-1.6760204424282201,0.17192222214359928
