"Sweep - Function 1" 
"Frequency vs Frequency"
"X (Hz)","Ch-1 (Hz)"
100,225.577285766602
104.761575278966,114.900955200195
109.749876549306,139.135971069336
114.975699539774,129.074829101562
120.450354025878,149.881057739258
126.185688306602,146.652221679687
132.194114846603,131.718841552734
138.488637139387,137.984390258789
145.082877849594,144.362716674805
151.991108295293,171.593200683594
159.228279334109,227.87663269043
166.810053720006,195.333770751953
174.752840000768,194.458465576172
183.073828029537,196.889144897461
191.791026167249,220.82080078125
200.923300256505,200.003768920898
210.490414451202,249.400192260742
220.513073990304,249.281372070312
231.012970008316,260.053100585937
242.012826479438,260.136627197266
253.536449397011,291.208068847656
265.608778294668,293.723968505859
278.255940220712,316.438659667969
291.505306282517,309.3984375
305.385550883341,333.453887939453
319.926713779738,328.321655273437
335.160265093884,353.409149169922
351.119173421513,368.845062255859
367.837977182863,425.38818359375
385.352859371053,412.307189941406
403.701725859655,441.0244140625
422.92428743895,430.736511230469
443.062145758388,441.130004882812
464.158883361278,471.582244873047
486.260158006535,493.448303222656
509.413801481637,545.725646972656
533.66992312063,560.006164550781
559.081018251222,566.101196289062
585.702081805666,582.543395996094
613.590727341317,630.231323242187
642.807311728431,659.018798828125
673.415065775081,699.115234375
705.480231071863,721.074829101562
739.072203352577,744.960144042969
774.263682681126,779.937622070312
811.130830789686,816.883605957031
849.753435908643,855.066711425781
890.215085445037,895.287048339844
932.603346883219,957.337707519531
977.009957299224,1001.22143554687
1023.53102189902,1018.69818115234
1072.26722201032,1085.85571289062
1123.32403297803,1156.626953125
1176.811952435,1189.85632324219
1232.84673944206,1255.91784667969
1291.54966501488,1295.65576171875
1353.0477745798,1385.67785644531
1417.4741629268,1448.36669921875
1484.96826225446,1477.92041015625
1555.67614393047,1547.98083496094
1629.75083462064,1631.68737792969
1707.35264747069,1747.33654785156
1788.64952905743,1809.06494140625
1873.81742286038,1863.89685058594
1963.04065004027,1972.87878417969
2056.51230834865,2065.47241210937
2154.43469003188,2162.59765625
2257.01971963392,2245.3046875
2364.4894126454,2429.8857421875
2477.07635599171,2492.84130859375
2595.02421139973,2598.24975585937
2718.58824273294,2734.07739257812
2848.0358684358,2853.73315429687
2983.64724028333,3046.185546875
3125.71584968823,3159.1259765625
3274.54916287772,3295.09887695312
3430.46928631491,3433.71801757812
3593.81366380462,3612.57836914062
3764.93580679246,3793.99609375
3944.20605943765,3981.01611328125
4132.01240011533,4186.62109375
4328.76128108305,4353.10546875
4534.87850812857,4609.275390625
4750.81016210279,4774.2294921875
4977.0235643321,4969.88818359375
5214.00828799967,5291.025390625
5462.27721768433,5484.29248046875
5722.3676593502,5800.81201171875
5994.8425031894,6041.40283203125
6280.29144183424,6307.9658203125
6579.33224657566,6616.83935546875
6892.61210434968,6878.93115234375
7220.80901838545,7138.80419921875
7564.63327554627,7526.3505859375
7924.82898353915,7954.296875
8302.17568131972,398.979675292969
8697.49002617781,8633.615234375
9111.62756115487,9064.197265625
9545.48456661832,9456.431640625
9999.99999999997,845.551696777344

"Sweep - Function 2" 
"Vac vs Frequency"
"X (Hz)","Ch-1 (dBr)"
100,0.780192904798297
104.761575278966,0.881893968369296
109.749876549306,0.911612617691792
114.975699539774,0.882403529661058
120.450354025878,0.906397371496707
126.185688306602,0.908289859299296
132.194114846603,0.875493929889395
138.488637139387,0.89389987816193
145.082877849594,0.864981667067653
151.991108295293,0.859878959734739
159.228279334109,0.888022388532353
166.810053720006,0.881856664025728
174.752840000768,0.87403338862774
183.073828029537,0.894138292399954
191.791026167249,0.872116242173169
200.923300256505,0.866185869542399
210.490414451202,0.848310500935653
220.513073990304,0.78921045657599
231.012970008316,0.850568368721124
242.012826479438,0.833093724987372
253.536449397011,0.85160387094895
265.608778294668,0.785185705022223
